t: 18:48:55; c: noise ; v: 9; m: Opening device, attempt number: ; r: 1
t: 14:27:46; c: noise ; v: 9; m: Opening device with pid: ; r: 220
t: 14:27:46; c: noise ; v: 9; m: Device identified.; r: 0
t: 14:27:46; c: noise ; v: 9; m: Matching idx; r: 0
t: 14:27:46; c: noise ; v: 9; m: Returned value from libusb_open: ; r: 0
t: 14:27:46; c: noise ; v: 9; m: Checking kernel driver is free; r: 0
t: 14:27:46; c: noise ; v: 9; m: Claiming interface; r: 0
t: 14:27:46; c: noise ; v: 9; m: Setting alternative interface; r: 0
t: 14:27:46; c: noise ; v: 9; m: Freeing device list; r: 0
t: 14:27:46; c: noise ; v: 9; m: Attempts to successfully open device: ; r: 1
t: 14:27:46; c: note  ; v: 5; m: Micro-controller RAM successfully programmed!; r: 0
t: 14:27:46; c: noise ; v: 9; m: Device closed; r: 0
t: 14:27:46; c: noise ; v: 9; m: Destructor called; r: 0
t: 14:27:46; c: noise ; v: 9; m: Device not opened (no handle).; r: 0
t: 14:28:59; c: noise ; v: 9; m: Opening device, attempt number: ; r: 1
t: 14:28:59; c: noise ; v: 9; m: Getting device list. ; r: 0
t: 14:28:59; c: noise ; v: 9; m: Number of devices found: ; r: 15
t: 14:28:59; c: noise ; v: 9; m: Opening device with vid: ; r: 9283
t: 14:28:59; c: noise ; v: 9; m: Opening device with pid: ; r: 220
t: 14:28:59; c: noise ; v: 9; m: Device identified.; r: 0
t: 14:28:59; c: noise ; v: 9; m: Matching idx; r: 0
t: 14:28:59; c: noise ; v: 9; m: Returned value from libusb_open: ; r: 0
t: 14:28:59; c: noise ; v: 9; m: Checking kernel driver is free; r: 0
t: 14:28:59; c: noise ; v: 9; m: Claiming interface; r: 0
t: 14:28:59; c: noise ; v: 9; m: Setting alternative interface; r: 0
t: 14:28:59; c: noise ; v: 9; m: Freeing device list; r: 0
t: 14:28:59; c: noise ; v: 9; m: Attempts to successfully open device: ; r: 1
t: 14:28:59; c: note  ; v: 5; m: Programming the micro-controller EEPROM; r: 0
t: 14:28:59; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:28:59; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:00; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:01; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:02; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 41
t: 14:29:02; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 41
t: 14:29:02; c: note  ; v: 5; m: Micro-controller EEPROM succesfully programmed!; r: 0
t: 14:29:02; c: noise ; v: 9; m: Device closed; r: 0
t: 14:29:02; c: noise ; v: 9; m: Destructor called; r: 0
t: 14:29:02; c: noise ; v: 9; m: Device not opened (no handle).; r: 0
t: 14:29:32; c: noise ; v: 9; m: Opening device, attempt number: ; r: 1
t: 14:29:32; c: noise ; v: 9; m: Getting device list. ; r: 0
t: 14:29:32; c: noise ; v: 9; m: Number of devices found: ; r: 15
t: 14:29:32; c: noise ; v: 9; m: Opening device with vid: ; r: 9283
t: 14:29:32; c: noise ; v: 9; m: Opening device with pid: ; r: 220
t: 14:29:32; c: noise ; v: 9; m: Device identified.; r: 0
t: 14:29:32; c: noise ; v: 9; m: Matching idx; r: 0
t: 14:29:32; c: noise ; v: 9; m: Returned value from libusb_open: ; r: 0
t: 14:29:32; c: noise ; v: 9; m: Checking kernel driver is free; r: 0
t: 14:29:32; c: noise ; v: 9; m: Claiming interface; r: 0
t: 14:29:32; c: noise ; v: 9; m: Setting alternative interface; r: 0
t: 14:29:32; c: noise ; v: 9; m: Freeing device list; r: 0
t: 14:29:32; c: noise ; v: 9; m: Attempts to successfully open device: ; r: 1
t: 14:29:32; c: note  ; v: 5; m: Programming the micro-controller EEPROM; r: 0
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Writing to EEPROM, number of bytes: ; r: 64
t: 14:29:32; c: noise ; v: 9; m: Wrote to EEPROM, number of bytes: ; r: 64
